user_id,try_count,get_count
0x6385638B15B5067F31B3D557C5A09846,67,0
0x0CF480A9A5F3300D9A4467559CF2195C,67,0
0x6BEB46C87FF9BFE19888BB196FC7C115,67,0
0xBC203840E5EBB8914C041E72AE5FBC12,150,2
0x39E255F9C40FD05CE224DD7155A64B4E,111,1
0x8F55C456C106B826405EBF5B61279D88,111,1
0x6887BF58EB8E96DD5C29B5B592058BB2,111,1
0x977EE2B7CC1E182F0771648E9C220468,111,1
0xF45CA27B110058085F5C7EDFAE7311C6,66,0
0x090ABFC905D3BEE563220692033129E9,66,0
0x66EA047F684214B5458B4D9A41889B0D,66,0
0xD3047AD46958DFF60CBAF8017EEA52A1,66,0
0x4DF15242CBC1161176C2AA419E618C7E,66,0
0x310EBC686766511ECBE3AB80E85B2869,66,0
0xBAE6774202FD2AC6C319356B960269BD,66,0
0xA53735885A9E24D06E46A57835BA599D,66,0
0xEA8662E86158DA24AE2C3AD6589197D6,66,0
0x19C4699346002FC8AB5F9C4F022F27A9,66,0
0xD21CB0D5FADC9CF1216E1CD87D91B81A,66,0
0xA0B99B67479961ADAFC0FA23F9C3651B,66,0
0xFD3D9A4AAEC7A2FCA5477BAF9C9DA83D,66,0
0x0B159A8B7AA22362281C12F967287C20,66,0
0xB3C6BD9BB90C6D427077BCF576EB3593,66,0
0x7FFE1F866FBA29C7D457D95FEAB8C531,66,0
0x01FA784A9DCC99E1901073FDC46841FB,66,0
0xAAD0AB38E8E2508523B9FEE2D50BEE16,66,0
0x80543E2BD0D3BC2F08EBE96BC289FD04,66,0
0x8D0708AC3D1A5F6CDB28AB6A2A09954D,66,0
0xC7D1099080E0B473D9DBEB2467BD18D9,66,0
0x71F84EF517605283996D0FD8BD4E64E7,66,0
0xB5828E1332C073A1D88127BA8AAE0505,66,0
0x42DE3B43C86B813EB84699EA21514D5C,66,0
0xE1A2715FD7F5F88135A27458A02E5B96,66,0
0xB46C8528CB2F9947698AF5CA4248C0E6,66,0
0x4139959163E5C52007ABF8A417DB8393,66,0
0xDCC7CA8B6A55A56C64E2D4C3490A768B,66,0
0x73A41D18651043308EFBF5880C66673B,66,0
0x16A33C9E68C0853442FB11B1E5C47A87,66,0
0x433A61377E159AC8D8B730549DA5CD9A,66,0
0x8358DE15EBCA9BBA19DAA560AF72DA5D,66,0
0x9412C6A2EDF58EBCFE56E21A8E4759F1,66,0
0x1ABDB05BE8B249B8D1013419550AF218,66,0
0xE45EAAE248D0B5BF4448398970C67442,66,0
0x35144C1C77830FEB239677D226CEB594,66,0
0xB536964599EC8F1C9A8BAA57A0A57CA8,66,0
0x231A6002F13881292AF41ED75FD33D68,66,0
0xB51DBC1C3D0CE448DEEFDE46E66894B0,66,0
0xFA258E8867675BA332D152B53ADB61F8,66,0
0x70BADF943E9040C041947D2D681EA0AD,66,0
0xD7F6BB58B100E28D4685FCA9B100C98C,66,0
0xB1AD747EF546577DEF003E641AA1D97E,66,0
0xEB6315B30252E45B1361090D301975C3,66,0
0x7CB26FF46026405137D394BAC32AE900,66,0
0xEEDC8BB6F8267D07AF8CF9990249F6EC,110,1
0xFE8E9C22498051CBB4A36EB38E6A58FE,110,1
0xBB15995837CE2C989F784650CC38153A,110,1
0x68BD0A14EC881FFFF49360C14F54967D,110,1
0x9A84A52AFCEC0CBFB9FBAB9FBFD43589,110,1
0xCBBD279534F1E7DCA08EE1F5F17A13DC,110,1
0x251419D677015A7557D0145372167ED0,110,1
0x3BFD7D7A87C60BB38362DCDD1E613470,110,1
0x82ADB2360626A6035DB11F06F138DCDE,110,1
0xC124A3F9EFDE435F8EA9DD6D1C851BD1,110,1
0xC434D320DB617CCDBBE92297347EF48E,110,1
0x5147816AAF63C83AF2B4326521BE840E,110,1
0x343541815C95F0A404D3CFC45BA4A3A4,110,1
0x7EB5DEC724F83DF0FCD95EA01F38BB8D,110,1
0x0B37E39BA9EB2B8CBBA018530E89DB20,110,1
0xA728FF51A819467B5ED1F11859FD096D,110,1
0x937C9A23A5150D6EA50D2EA966DC462C,110,1
0x9C9D8290B4A746255F1BC039A0A37D5F,110,1
0xAA7645B3B065479531B5FE80F2F051CE,220,4
0x0CAEB9A3A550918A4EA4378D7AF7A51D,319,7
0xE48317B96C346D0A1FFF8508CBEDBEF3,65,0
0x1E89F8BE073270C353C28EEAC98FE1D5,65,0
0x5C72B98E2D728B3CA84423DE8EBFA962,253,5
0xEB60CFFA626D0869A564D9E220F2BA35,286,6
0xD685A27EBF61CB7C42ED282F8C8FC25F,184,3
0xF4A15008D45291C321796EF66E899F7B,147,2
0x39DDB6A40F67E63E13A8713C8E8B2C41,147,2
0xA7E20AC1C0664BAE033E651E234D5579,64,0
0x05792106ABCD1C9DE9B8542782519297,64,0
0x461433AB72FC5223EF505FE05EE1008F,64,0
0x8C976EDAEA6C7049997A2C7869EE88EB,64,0
0xF1724EDFE073D653404FAA014A4E436F,64,0
0x97A73ACE8712FA63F6A9A1548E4F3D57,218,4
0x9EF4A77697AE4B460F257BB589BA55F5,183,3
0x815FE9F669E8FEA87CBF17AA87934215,63,0
0xB1DD807BDE1631BFBE5274164D369BA8,63,0
0x7357DD8186457727ABED68B4EA22E315,63,0
0x30B3CD3380E7275E57643F9BBF65253A,63,0
0x228BA4DAEC94DFBF6E934A784A56E68D,63,0
0xA0A51674EAF1D78A211BE6A9853EFD99,63,0
0x75CB2AE5D535752A5D69E25DB838F59C,63,0
0x7ED14C89D02C758A41A87C8C344D56EA,63,0
0x8819EA8A34763F9D22F54CD5DDFECD19,145,2
0xA31A419D6EE050703E94A65B23A982C8,145,2
0x7D428473FE875EB76A1D5930FF5E6156,62,0
0x8AC92990B2E0A967BB70BA94B2BE7236,62,0
0x35FD7E76B448725CDD59D054218D753B,62,0
0x45C374E66179CEEE891B23AB598CA903,62,0
0x921C8828A11B00B0E48FE199A6811B50,62,0
0xA86328BA373E1A76BC9386B8C4E245D9,62,0
0x5FF4B172C4962C8E522812D1300A341F,62,0
0xEB7B4DBB5F4D017E8AC8BFC6B55F694F,62,0
0x89CDA636FCE65E685163CA6C3658AE84,106,1
0x67CDDE76CF2B8E3E7C7A494955D39329,144,2
0x520F295A90BA34A18F04E848E2E92907,144,2
0x650015E67E5701AAB7CEFA7F5BB276D1,144,2
0x4BE3B864DC9EC36DDDE035EF2D74FAF2,144,2
0x04DFE1200EC01D692E423B6FDF131300,61,0
0x0DBD8CCA271B9F302A77EEE0A4AF55C0,61,0
0x5B1F9C0CCAC9149E45D0D4038DC0DA0B,61,0
0xFC4C4C6024B867C2635DB42F884B6084,61,0
0x44B7FDF97946AE93BB87C1E19FE03BDA,61,0
0x9518622C8812A463B50D1834666A3571,61,0
0x71AF5F0E9D6103DFA80B9AF8DA7F30DF,61,0
0x241A2AB782626B6D306E1AF8E2B4F3C4,61,0
0x964B16DB9F23486747995C5D9EAD26EB,61,0
0xA61C56BEE4F379FC476FC53FA6BF5C28,61,0
0x0CAF98495EEC2920E6422E77D067C923,61,0
0x734E0953A01B6040222C279957E07D67,61,0
0xE23B6D361B1555B733DC28BB6520D8D0,105,1
0xDE7E9A64AC331922115C90740D7AB84D,345,8
0xDE992A70F4A890060E6B398588F72A69,214,4
0x221AA774E27629EDADA24BD2C354EB94,407,10
0xECA6002EE22532DAFB44D092A943C00E,143,2
0x93E6F84CFD513860A2A220CF088E588E,143,2
0x9BBB6FF20E1937A1B8B3080D44D45F39,143,2
0xAD30947DFA86C294227B94D17EE13153,143,2
0x2F75BDCB621E9604D140AF543630BE54,143,2
0xBF12A75B831C3CEDBD96841EE9A6F083,143,2
0x65F054A8F2BF4E10362D3B905C448C72,143,2
0x0E5DD1CD669F591124921494E6950FEE,143,2
0xACBFB9D14C76F6D28CCF5F7B394C2C86,143,2
0x97917C8ED04C66A9CCDD5F4A53BBC588,143,2
0x80E6A2FCD7ED7F1DF30D0DE32F93624C,143,2
0x0D19779192EC164729DF0B8800B68CC7,143,2
0x1B5A5DE916BFC5934D84F512FEDEF902,143,2
0x6458912358EA33F01410AB57AE58540D,143,2
0xAEDCC106997F28D13D12A8A6FB9C6073,143,2
0xDFFBE4721A515883BF2781CAA506A209,179,3
0xF68A1777235DA845C2BB26DF519D0F42,179,3
0x224C69B8D6D170D04AB05CE71FFF6E6F,104,1
0xBA48DFEA32801D8972837DDAA6B239EC,104,1
0x6B01C7EA6E9CC54E979A782F98DA2FD6,104,1
0x159AA94AB3B0C3635D1A02BEC40B78D3,104,1
0xC0ECB8C05ED2D72E6AB3A4D1035E79FF,60,0
0x95560F7D9ED2569EE7B2D7EF71E6B32A,375,9
0xC465196E5772EE292DB4F898396D6FBC,60,0
0x22D0853692A631C94FADD74023CD3D4F,60,0
0x6113A72206933DAECE0359CEE68BE59E,60,0
0x8AF062D2018FC4D0CD0DC00688EBA8FF,60,0
0xA35FEE9D16FB54E576F6938EFF42D667,60,0
0x3D477577C5605B32109A2ACE35FC7268,60,0
0xA3497F7DE5417F5A2F896673938A4638,60,0
0xFC4C88A027D2165D7CF8B5E296F4FE2E,60,0
0x26DA30AC0EE6F7D89C920234A0045EDA,212,4
0x1F957C1CC2F51473ECBD7EFA22AC1E5A,103,1
0x3FC93194FA7F965748C04ECAEE50CAF0,59,0
0x1F226CFC9802DDEE4199192B0898E08C,59,0
0x1965EAA5DFBF38491773991C14311F74,59,0
0xBDBA51680DC26B98C2E6308FD68DC85C,59,0
0xF8320C52742146D33D939FCA9505D659,59,0
0xA6C241357DC1D2478936D85E04367725,177,3
0x72ED305939244629D0369C2D81BD9B71,177,3
0x1E39971E0027F9ACA4E93F08C8FD3CBF,211,4
0x58DD51157A26D0874AB2E10ABCBAB90A,211,4
0xC1E7BB188E1644F4AA4D52FB314EFEB3,341,8
0x5781B40ABFA2B3821FD63F412E66D960,102,1
0x6387185E278C2A120E047A14DB45917C,58,0
0xABC1CFE3B92DDFFFD29B11AD726FA257,58,0
0xD13D5FB6D45949590B8CD62BFBB48107,58,0
0x48C4A391047C2AF3E69010CD4E391106,58,0
0x61BDF84FC40C025328D7A8221829AB15,58,0
0x7C0B42B0E63488D7A8BC4F99C6197B13,58,0
0xFEC053D9DAE95FC2D156A906529C0A4C,176,3
0xA71EDED65BDF1FFE36E546E553718CB8,176,3
0xEC996D15CCA36468559C8B4CC9E6CD5B,176,3
0xF17FFC3C5760DCC9F13E038C57480D47,176,3
0xDFC6218511778B91BECA32456765FB2D,176,3
0xFBDD95BA554722019EFE97994178D2AF,176,3
0xA5115C605968AFE5D9562837221A95E5,176,3
0xA5A1C65C868F169A8FEC74BE8A7C39FA,176,3
0x0BAA03FB2BB235F4B3B67B36249B0D07,176,3
0x1935D44E393723D9F0BFFB734B85AAFB,57,0
0x7AC8DA61173F6F8D8022F17F83529A3F,57,0
0x9C3C0F355EA1574D22491CC344B2B072,57,0
0x8E27B371CA82D9873FC073F395136979,57,0
0xD11CA76AF3A36EC8BC42058EDAEC472E,57,0
0xED8BEF5D891AFA757CA8F6C7C3EF5D36,57,0
0x92C485C7BD91B7CBE38681031A68911A,57,0
0xC2BC4286CE9B52282AFC022425AB1319,57,0
0xDED971D8BE91CA93F5B4FB0497B3D22B,57,0
0xD5B5E69CDFE5A53D515A0573CBB2FAA7,57,0
0x19691FC79B7BE8535E194CDF26A42489,57,0
0x8FF9D74797B512CFDD280E4DA6CF57CF,57,0
0x4575D2C6C396643D602E88FB9CEB2105,57,0
0x6FD30868B11BEB80C0D5B25D95482885,139,2
0xC797B34A65E3B1413D73CE17AD1AB49D,209,4
0x40CA81074DDB728FCCEA7E1E69012D7B,209,4
0x6C7A9B90A62A0E38324167F5550FCE59,209,4
0x9DD4D6282E7E9A01BE456C755ECCEE45,242,5
0x0097D71E742397F81A1DC5C5D42D56C9,100,1
0xA8EB0057E2DA4CA5A17B31E3F60C8712,100,1
0x51D6D16093C3199A127126CF14AF4F7B,100,1
0x33897D007219DC9A5F09F5747C60B117,100,1
0xE747526B8CA374ACBDD082F745CA45E3,100,1
0x28D924B031FF61D09D67E6FC955F96F0,56,0
0xE7329F63EC3B5E5AB32FB18F6688DD67,56,0
0xB2644611FD6F8C03F49544E92FC4F678,56,0
0xA1ADA6689C32A34DAC063B877B0499D1,56,0
0x6A125E18B836EFBF11E7517277B51CD2,56,0
0xB785DACCBF95D16546983C6C977AF418,56,0
0x490C70AF34CFA4CFBE4CA8E235FE7581,56,0
0x63789E980CE0728E259A69EF70408B41,56,0
0x90D581A1B61029D06C25E1AABC4E16E1,56,0
0x5A22FC6FA787A84B31F37002113A0A92,56,0
0xB090D1C45808EFB3552F8FD7F87CF594,56,0
0x9FED3865A9925199B72330CF0C0216EE,56,0
0x8B33262D47C77B9604F54B5B6E8CE130,56,0
0xC3EB64109E76C2DA7A89B86D1236A3EC,56,0
0x96649BE82DC8AA1547C1E5FE736387EA,56,0
0xE3B5263043D8D03E0EA97FA07BEB9994,56,0
0xC2AB2F44E25902ED59B99D67F7163FF1,56,0
0x3982F8B5C8C1B4E0EAD53E540A9BEED2,56,0
0xAF4F5491BD51CEC5A2BC4F3ADBE9BC57,56,0
0xE709ADC555A603F40E109192DA6C085E,56,0
0x5B50F3E9DC9BBC2214D0ACA1BE2A20D9,56,0
0xCCCCC6EFC1695DC62111D189A1A9E951,241,5
0x220D4BDA18838960D0F24B9AA8C7FFE8,99,1
0xCC235F0F47888761624A0558EDAC74D2,99,1
0x36B3F7708E3E6FF930B5363D9DCC3ED0,99,1
0x44BDA5EA068821508BEFAD042C80C1D5,99,1
0x19CA6EB7429641D170C7834E908022AC,99,1
0xF1D98C1C9C951629EAAFC41D6518B838,99,1
0x35042F6D0AE39D3869FC855412B3A1F4,99,1
0x7A3D61E27B08E556056133A6997630D6,99,1
0x6FB972DF0D00A522B205CA18B3F8A384,99,1
0x3B27C68D1FFB01827709D0CE29C89268,99,1
0x25BCF8456B79F6904AB346961F190B0A,99,1
0xA9C3390D3A226915554611A8BB475B9D,99,1
0x4371AED9BD9CB2A497917272A297E83F,99,1
0x110228B65AEE46519F2E818E77477DFA,99,1
0xCC6CA35F510A2694BB51B5C544882E45,99,1
0x9ACB77148EDE803D8C296D0A94533ED8,99,1
0xA35848D5CD5AC31E485CEC46562EC107,99,1
0xCC00013C08E440C6E76CD26A631F3853,99,1
0xB072EA43573AF681E278713B3F9C324C,99,1
0x100E9290DDC131E652D573B415586C33,99,1
0xE8588CDB3DB091C3EB6A50CDF20E6907,99,1
0x3D20652EFD101E09C0CB5E99D4020341,99,1
0x590A6FE62C08277907732C1CCF75D55F,99,1
0x988E4EEA682C9CBF20C81610841CF552,99,1
0x6B1F0B98081CBFD1603430268F92AA03,137,2
0xA64DD931298354A4FF42922EF55C2876,55,0
0x1EA6B68FAE644BA95B028E48EBFF9E37,55,0
0xEAC3BA7F4735FAF3FC3EA40914062C99,55,0
0xD1BB4B16F4E8D14A90E8FE1829410FAC,55,0
0x521692B605E183ED7554562B8448A223,55,0
0x957791DAB57D822843167C51FC19BC15,55,0
0x6C8D1FC89DFF283DEE54FB50AF017011,55,0
0x27E06B8EB542F97533A0AAA0A02FF798,55,0
0x8E0F04C824A6A5EB8331AAE376B157A5,55,0
0xB7F782D42D185244F9935A40F0D4A0AA,55,0
0x2CEC3D4ADD8283CBC56A1081CA57B56E,55,0
0x0C83C49791498EFE0ADEDF171BDFF2A1,55,0
0xFD175CA90523111464AFE90889388F2B,55,0
